,city,state,year,month,day,hour,minute,converted_timestamp
50745,Millsap,TX,2016,10,1,20,35,2016-10-01 20:35:00
50746,Mena,AR,2016,10,2,0,30,2016-10-02 00:30:00
50747,Kerrville,TX,2016,10,10,5,0,2016-10-10 05:00:00
50748,Cincinnati,OH,2016,10,8,20,0,2016-10-08 20:00:00
50749,Bellevue,NE,2016,10,8,20,10,2016-10-08 20:10:00
50750,Murfreesboro,TN,2016,10,8,20,15,2016-10-08 20:15:00
50751,Warren,MI,2016,10,8,20,35,2016-10-08 20:35:00
50752,Harrison,AR,2016,10,8,21,30,2016-10-08 21:30:00
50753,Owenton,KY,2016,10,8,22,30,2016-10-08 22:30:00
50754,Los Alamos,NM,2016,9,17,19,36,2016-09-17 19:36:00
50755,Preston,MD,2016,9,17,20,0,2016-09-17 20:00:00
50756,Danville,IN,2016,9,17,21,0,2016-09-17 21:00:00
50757,Colton,NY,2016,9,17,22,36,2016-09-17 22:36:00
50758,Miami,FL,2016,9,17,23,15,2016-09-17 23:15:00
50759,Stamford,CT,2016,9,17,23,30,2016-09-17 23:30:00
50760,Hopedale,MA,2016,9,18,5,30,2016-09-18 05:30:00
50761,Sacramento,CA,2016,9,25,21,30,2016-09-25 21:30:00
50762,Reston,VA,2016,9,25,21,30,2016-09-25 21:30:00
50763,San Jose,CA,2016,9,25,22,15,2016-09-25 22:15:00
50764,Naugatuck,CT,2016,9,25,23,0,2016-09-25 23:00:00
50765,El Mirage,AZ,2016,9,25,23,46,2016-09-25 23:46:00
50766,Bellingham,WA,2016,9,25,0,0,2016-09-25 00:00:00
50767,Port Orchard,WA,2016,9,26,3,0,2016-09-26 03:00:00
50768,Gold Canyon,AZ,2016,7,14,20,40,2016-07-14 20:40:00
50769,Panama City Beach,FL,2016,7,28,22,0,2016-07-28 22:00:00
50770,Cleveland,NY,2016,8,24,6,31,2016-08-24 06:31:00
50771,Murrieta,CA,2016,8,24,12,20,2016-08-24 12:20:00
50772,Harrogate,TN,2016,8,25,16,15,2016-08-25 16:15:00
50773,Greensboro,NC,2016,10,10,19,0,2016-10-10 19:00:00
50774,Elizabethtown,PA,2016,10,10,19,17,2016-10-10 19:17:00
50775,Astoria,OR,2016,10,10,20,0,2016-10-10 20:00:00
50776,Oklahoma City,OK,2016,10,11,12,21,2016-10-11 12:21:00
50777,San Diego,CA,2016,10,11,19,25,2016-10-11 19:25:00
50778,San Diego,CA,2016,10,11,19,25,2016-10-11 19:25:00
50779,Granbury,TX,2016,10,11,19,30,2016-10-11 19:30:00
50780,Jonesboro,AR,1973,6,30,0,0,1973-06-30 00:00:00
50781,Sebring,FL,1974,7,18,3,0,1974-07-18 03:00:00
50782,New York,NY,2016,7,3,22,30,2016-07-03 22:30:00
50783,Fairfield,CA,2016,8,12,20,0,2016-08-12 20:00:00
50784,St. Petersburg,FL,2016,8,21,10,0,2016-08-21 10:00:00
50785,Illiopolis,IL,2016,10,8,23,20,2016-10-08 23:20:00
50786,Burbank,CA,2016,10,8,23,30,2016-10-08 23:30:00
50787,Mount Airy,MD,2016,10,9,0,0,2016-10-09 00:00:00
50788,McKinney,TX,2016,10,9,1,5,2016-10-09 01:05:00
50789,Fort Lauderdale,FL,2016,10,9,3,30,2016-10-09 03:30:00
50790,Orlando,FL,2016,10,9,4,0,2016-10-09 04:00:00
50791,Bensalem,PA,2016,9,18,10,0,2016-09-18 10:00:00
50792,Fairbanks,AK,2016,9,18,14,34,2016-09-18 14:34:00
50793,Bridgewater,NJ,2016,9,18,15,30,2016-09-18 15:30:00
50794,Aurora,CO,2016,9,18,19,0,2016-09-18 19:00:00
50795,Yukon,OK,2016,9,18,19,21,2016-09-18 19:21:00
50796,Manitou Springs,CO,2016,9,18,20,10,2016-09-18 20:10:00
50797,Oroville,CA,2016,9,18,20,45,2016-09-18 20:45:00
50798,Aurora,CO,2016,9,26,4,8,2016-09-26 04:08:00
50799,Long Beach,CA,2016,9,26,5,0,2016-09-26 05:00:00
50800,Coachella,CA,2016,9,26,5,20,2016-09-26 05:20:00
50801,Hollywood,FL,2016,9,26,7,30,2016-09-26 07:30:00
50802,Sacramento,CA,2016,9,26,11,35,2016-09-26 11:35:00
50803,Antioch,CA,2016,9,26,12,30,2016-09-26 12:30:00
50804,Rothschild,WI,2016,9,26,14,0,2016-09-26 14:00:00
50805,Oakdale,CA,2016,9,26,15,30,2016-09-26 15:30:00
50806,Sylmar,CA,2016,8,28,12,0,2016-08-28 12:00:00
50807,Tempe,AZ,2016,8,30,21,45,2016-08-30 21:45:00
50808,Menifee,CA,2016,8,30,21,50,2016-08-30 21:50:00
50809,Concord,NC,2016,8,31,21,0,2016-08-31 21:00:00
50810,Arlington,WI,2016,8,31,21,0,2016-08-31 21:00:00
50811,Malo,WA,2016,8,31,22,0,2016-08-31 22:00:00
50812,Panama City Beach,FL,2016,9,1,22,50,2016-09-01 22:50:00
50813,Dallas,GA,2016,10,11,21,0,2016-10-11 21:00:00
50814,Gates,NC,2016,10,11,21,7,2016-10-11 21:07:00
50815,Mountainair,NM,2016,10,11,22,15,2016-10-11 22:15:00
50816,Prospect,KY,2016,10,11,23,0,2016-10-11 23:00:00
50817,Hayti,MO,2016,10,11,23,10,2016-10-11 23:10:00
50818,Odenville,AL,2016,10,12,6,50,2016-10-12 06:50:00
50819,Albuquerque,NM,2016,8,28,10,30,2016-08-28 10:30:00
50820,Oxon Hill,MD,2016,9,3,2,0,2016-09-03 02:00:00
50821,Gary,IN,2016,9,6,6,15,2016-09-06 06:15:00
50822,Dundalk,MD,2016,9,6,19,45,2016-09-06 19:45:00
50823,Buford,GA,2016,9,7,1,0,2016-09-07 01:00:00
50824,Cape Coral,FL,2016,10,9,9,0,2016-10-09 09:00:00
50825,Marietta,GA,2016,10,9,10,30,2016-10-09 10:30:00
50826,Corte Madera,CA,2016,8,31,22,0,2016-08-31 22:00:00
50827,Madison Heights,MI,2016,10,9,16,30,2016-10-09 16:30:00
50828,New York,NY,2016,10,9,18,0,2016-10-09 18:00:00
50829,Yucaipa,CA,2016,10,9,18,17,2016-10-09 18:17:00
50830,Aurora,IL,2016,10,9,18,20,2016-10-09 18:20:00
50831,Goleta,CA,2016,10,9,19,35,2016-10-09 19:35:00
50832,Fort Wayne,IN,2016,9,18,20,52,2016-09-18 20:52:00
50833,Grand Rapids,MI,2016,9,18,21,0,2016-09-18 21:00:00
50834,Las Vegas,NV,2016,9,18,23,0,2016-09-18 23:00:00
50835,Walkertown,NC,2016,9,26,17,40,2016-09-26 17:40:00
50836,Goleta,CA,2016,9,26,19,35,2016-09-26 19:35:00
50837,Napoleonville,LA,2016,9,26,20,0,2016-09-26 20:00:00
50838,Savannah,GA,2016,9,26,21,20,2016-09-26 21:20:00
50839,Dallas,TX,2016,9,26,21,50,2016-09-26 21:50:00
50840,Orange Park,FL,2016,9,26,23,59,2016-09-26 23:59:00
50841,Hillsboro,OR,2016,9,2,0,1,2016-09-02 00:01:00
50842,Riegelsville,PA,2016,9,2,5,20,2016-09-02 05:20:00
50843,Gainesville,VA,2016,9,2,11,30,2016-09-02 11:30:00
50844,Falls Church,VA,2016,9,2,12,18,2016-09-02 12:18:00
50845,Gulfport,MS,2016,9,2,18,0,2016-09-02 18:00:00
50846,Columbia,SC,2016,10,12,7,25,2016-10-12 07:25:00
50847,Middletown,CT,2016,10,12,11,45,2016-10-12 11:45:00
50848,Gatlinburg,TN,2016,10,12,11,49,2016-10-12 11:49:00
50849,Riverton,UT,2016,10,13,7,30,2016-10-13 07:30:00
50850,Fairborn,OH,2016,9,7,21,30,2016-09-07 21:30:00
50851,Harrison,NY,2016,9,7,22,15,2016-09-07 22:15:00
50852,Centerville,IA,2016,9,8,1,0,2016-09-08 01:00:00
50853,Goleta,CA,2016,9,8,16,0,2016-09-08 16:00:00
50854,Wake Forest,NC,2016,9,8,17,55,2016-09-08 17:55:00
50855,Harrison City,PA,2016,10,9,23,20,2016-10-09 23:20:00
50856,Lovell,WY,2016,10,10,1,20,2016-10-10 01:20:00
50857,Columbia,MD,2016,10,10,13,56,2016-10-10 13:56:00
50858,Vicksburg,MI,2016,10,10,15,35,2016-10-10 15:35:00
50859,Norwood,MA,2016,10,10,21,30,2016-10-10 21:30:00
50860,Cromwell,CT,2016,10,11,2,30,2016-10-11 02:30:00
50861,San Diego,CA,2016,9,19,3,32,2016-09-19 03:32:00
50862,Perris,CA,2016,9,19,8,30,2016-09-19 08:30:00
50863,Powell,TN,2016,9,19,17,50,2016-09-19 17:50:00
50864,Pittsfield,MA,2016,9,19,20,5,2016-09-19 20:05:00
50865,Jasper,GA,2016,9,19,20,47,2016-09-19 20:47:00
50866,Cowiche,WA,2016,9,27,1,0,2016-09-27 01:00:00
50867,Roseville,CA,2016,9,27,1,42,2016-09-27 01:42:00
50868,Palm Beach Gardens,FL,2016,9,27,3,0,2016-09-27 03:00:00
50869,Moss Point,MS,2016,9,27,4,45,2016-09-27 04:45:00
50870,Newport,AR,2016,9,27,5,30,2016-09-27 05:30:00
50871,Navarre,OH,2016,9,27,6,50,2016-09-27 06:50:00
50872,Green Bay,WI,2016,9,2,20,15,2016-09-02 20:15:00
50873,Saint Albans,WV,2016,9,2,20,18,2016-09-02 20:18:00
50874,Erie,CO,2016,9,2,20,27,2016-09-02 20:27:00
50875,Knoxville,TN,2016,9,2,21,0,2016-09-02 21:00:00
50876,Springfield,MO,2016,9,2,21,14,2016-09-02 21:14:00
50877,Nashport,OH,2016,9,2,21,20,2016-09-02 21:20:00
50878,Seekonk,MA,2016,9,2,21,44,2016-09-02 21:44:00
50879,Durham,NC,2016,9,8,18,0,2016-09-08 18:00:00
50880,Jal,NM,2016,9,9,1,0,2016-09-09 01:00:00
50881,Andrews,SC,2016,9,9,15,30,2016-09-09 15:30:00
50882,Tacoma,WA,2016,9,9,16,0,2016-09-09 16:00:00
50883,Albuquerque,NM,2016,9,9,19,30,2016-09-09 19:30:00
50884,Paragould,AR,2016,9,9,20,20,2016-09-09 20:20:00
50885,Battle Ground,WA,2016,9,9,20,43,2016-09-09 20:43:00
50886,Madison,WI,2016,9,9,20,55,2016-09-09 20:55:00
50887,Vestal,NY,2016,10,11,4,0,2016-10-11 04:00:00
50888,Loveland,CO,2016,9,19,21,30,2016-09-19 21:30:00
50889,Baraboo,WI,2016,9,19,22,0,2016-09-19 22:00:00
50890,Oswego,IL,2016,9,19,22,0,2016-09-19 22:00:00
50891,Aumsville,OR,2016,9,19,22,0,2016-09-19 22:00:00
50892,Gila,NM,2016,9,20,1,0,2016-09-20 01:00:00
50893,Bernville,PA,2016,9,27,10,30,2016-09-27 10:30:00
50894,Monterey,CA,2016,9,27,13,10,2016-09-27 13:10:00
50895,Somerville,NJ,2016,9,27,18,30,2016-09-27 18:30:00
50896,Beaverton,OR,2016,9,27,19,50,2016-09-27 19:50:00
50897,Missoula,MT,2016,9,27,20,50,2016-09-27 20:50:00
50898,Claremont,CA,2016,9,27,21,0,2016-09-27 21:00:00
50899,El Monte,CA,2016,9,27,21,0,2016-09-27 21:00:00
50900,Westminster,CO,2016,9,2,22,0,2016-09-02 22:00:00
50901,Menifee,CA,2016,9,2,22,0,2016-09-02 22:00:00
50902,Dedham,MA,2016,9,2,22,30,2016-09-02 22:30:00
50903,Littleton,CO,2016,9,2,22,30,2016-09-02 22:30:00
50904,Harbor Springs,MI,2016,9,2,23,30,2016-09-02 23:30:00
50905,Eaton,OH,2016,9,9,23,10,2016-09-09 23:10:00
50906,Ridley Park,PA,2016,9,9,23,45,2016-09-09 23:45:00
50907,Corning,AR,2016,9,10,1,0,2016-09-10 01:00:00
50908,Pharr,TX,2016,9,10,2,45,2016-09-10 02:45:00
50909,Saratoga Springs,NY,2016,9,10,11,15,2016-09-10 11:15:00
50910,Bradenton,FL,2016,9,20,5,15,2016-09-20 05:15:00
50911,Columbus,OH,2016,9,20,6,10,2016-09-20 06:10:00
50912,Thomson,GA,2016,9,20,10,0,2016-09-20 10:00:00
50913,Laurel,MD,2016,9,20,10,50,2016-09-20 10:50:00
50914,Conway,AR,2016,9,20,13,0,2016-09-20 13:00:00
50915,Saint Augustine,FL,2016,9,20,18,0,2016-09-20 18:00:00
50916,St Louis,MO,2016,9,27,21,0,2016-09-27 21:00:00
50917,Hoquiam,WA,2016,9,27,21,21,2016-09-27 21:21:00
50918,Keizer,OR,2016,9,27,21,30,2016-09-27 21:30:00
50919,Penfield,NY,2016,9,27,22,0,2016-09-27 22:00:00
50920,Warner Robins,GA,2016,9,27,22,0,2016-09-27 22:00:00
50921,Grand Rapids,MI,2016,9,28,3,0,2016-09-28 03:00:00
50922,Eugene,OR,2016,9,2,23,40,2016-09-02 23:40:00
50923,Salem,OR,2016,9,2,23,59,2016-09-02 23:59:00
50924,Lake Orion,MI,2016,9,3,0,0,2016-09-03 00:00:00
50925,Hedgesville,WV,2016,9,3,1,0,2016-09-03 01:00:00
50926,North Las Vegas,NV,2016,9,3,1,8,2016-09-03 01:08:00
50927,Pensacola,FL,2016,9,3,4,45,2016-09-03 04:45:00
50928,Madison,WI,2016,9,3,5,15,2016-09-03 05:15:00
50929,Elma,WA,2016,9,10,12,0,2016-09-10 12:00:00
50930,Anchorage,AK,2016,9,10,21,0,2016-09-10 21:00:00
50931,Farmington,NY,2016,9,10,21,15,2016-09-10 21:15:00
50932,Cheyenne,WY,2016,9,10,21,25,2016-09-10 21:25:00
50933,Clayton,CA,2016,9,10,21,43,2016-09-10 21:43:00
50934,Charleroi,PA,2016,9,20,19,45,2016-09-20 19:45:00
50935,Harrisburg,PA,2016,9,20,20,15,2016-09-20 20:15:00
50936,Freeland,PA,2016,9,20,20,35,2016-09-20 20:35:00
50937,Salt Lake City,UT,2016,9,20,20,45,2016-09-20 20:45:00
50938,Dell Rapids,SD,2016,9,28,13,59,2016-09-28 13:59:00
50939,Beaverton,OR,2016,9,28,19,50,2016-09-28 19:50:00
50940,Aurora,CO,2016,9,28,20,16,2016-09-28 20:16:00
50941,Aurora,CO,2016,9,28,20,16,2016-09-28 20:16:00
50942,Louisville,KY,2016,9,28,20,44,2016-09-28 20:44:00
50943,Rexburg,ID,2016,9,28,21,0,2016-09-28 21:00:00
50944,Hanceville,AL,2016,9,3,6,0,2016-09-03 06:00:00
50945,Bainbridge Island,WA,2016,9,3,18,0,2016-09-03 18:00:00
50946,Pasco,WA,2016,9,3,18,13,2016-09-03 18:13:00
50947,Sellersville,PA,2016,9,3,20,25,2016-09-03 20:25:00
50948,Reno,NV,2016,9,3,20,27,2016-09-03 20:27:00
50949,High Ridge,MO,2016,9,3,20,30,2016-09-03 20:30:00
50950,Roseville,MI,2016,9,3,20,45,2016-09-03 20:45:00
50951,Topeka,KS,2016,9,10,23,30,2016-09-10 23:30:00
50952,Hartsdale,NY,2016,9,11,0,0,2016-09-11 00:00:00
50953,Brandon,MS,2016,9,11,0,30,2016-09-11 00:30:00
50954,Granville,NY,2016,9,11,3,0,2016-09-11 03:00:00
50955,Pontotoc,MS,2016,9,11,7,0,2016-09-11 07:00:00
50956,Warren,PA,2016,9,11,7,1,2016-09-11 07:01:00
50957,New York,NY,2016,9,20,21,0,2016-09-20 21:00:00
50958,Oak Lawn,IL,2016,9,20,22,0,2016-09-20 22:00:00
50959,Springtown,TX,2016,9,20,22,13,2016-09-20 22:13:00
50960,Tea,SD,2016,9,21,2,35,2016-09-21 02:35:00
50961,Newport Beach,CA,2016,9,21,5,16,2016-09-21 05:16:00
50962,Newport Beach,CA,2016,9,21,5,16,2016-09-21 05:16:00
50963,Buford,GA,2016,9,21,8,20,2016-09-21 08:20:00
50964,Delano,CA,2016,9,28,21,2,2016-09-28 21:02:00
50965,Boulder,CO,2016,9,28,22,0,2016-09-28 22:00:00
50966,Lake Charles,LA,2016,9,29,0,0,2016-09-29 00:00:00
50967,Tampa,FL,2016,9,29,2,30,2016-09-29 02:30:00
50968,Idyllwild,CA,2016,9,29,11,45,2016-09-29 11:45:00
50969,Fresno,CA,2016,9,29,20,0,2016-09-29 20:00:00
50970,San Pedro,CA,2016,9,3,20,50,2016-09-03 20:50:00
50971,Hamburg,NJ,2016,9,3,21,30,2016-09-03 21:30:00
50972,Smithfield,RI,2016,9,3,21,30,2016-09-03 21:30:00
50973,Idyllwild,CA,2016,9,3,21,58,2016-09-03 21:58:00
50974,Chicago,IL,2016,9,3,23,0,2016-09-03 23:00:00
50975,Savannah,GA,2016,9,11,13,40,2016-09-11 13:40:00
50976,South Berwick,ME,2016,9,11,18,30,2016-09-11 18:30:00
50977,Austin,TX,2016,9,11,19,43,2016-09-11 19:43:00
50978,Freeland,PA,2016,9,11,20,0,2016-09-11 20:00:00
50979,Saint Charles,IL,2016,9,11,21,0,2016-09-11 21:00:00
50980,Beaverton,OR,2016,9,21,18,0,2016-09-21 18:00:00
50981,North Bend,WA,2016,9,21,20,5,2016-09-21 20:05:00
50982,Cicero,NY,2016,9,21,20,7,2016-09-21 20:07:00
50983,Cicero,NY,2016,9,21,20,15,2016-09-21 20:15:00
50984,Cicero,NY,2016,9,21,20,30,2016-09-21 20:30:00
50985,North Brookfield,MA,2016,9,21,21,30,2016-09-21 21:30:00
50986,Nashua,NH,2016,9,21,21,42,2016-09-21 21:42:00
50987,Sanborn,NY,2016,9,29,23,30,2016-09-29 23:30:00
50988,Portland,OR,2016,9,3,23,55,2016-09-03 23:55:00
50989,Forest Grove,OR,2016,9,3,23,57,2016-09-03 23:57:00
50990,Royal Oak,MI,2016,9,3,0,0,2016-09-03 00:00:00
50991,Mount royal,NJ,2016,9,3,0,0,2016-09-03 00:00:00
50992,Donora,PA,2016,9,4,1,0,2016-09-04 01:00:00
50993,Portage,WI,2016,9,4,8,45,2016-09-04 08:45:00
50994,Emmett,ID,2016,9,11,22,0,2016-09-11 22:00:00
50995,Paris,KY,2016,9,11,22,37,2016-09-11 22:37:00
50996,Fresno,CA,2016,9,11,23,0,2016-09-11 23:00:00
50997,Colorado Springs,CO,2016,9,12,1,0,2016-09-12 01:00:00
50998,Bradenton,FL,2016,9,12,5,45,2016-09-12 05:45:00
50999,Boston,GA,2016,9,12,20,0,2016-09-12 20:00:00
51000,Brooks,ME,2016,9,12,22,0,2016-09-12 22:00:00
51001,Celeste,TX,1987,7,1,22,0,1987-07-01 22:00:00
51002,Sharon Springs,NY,1995,5,20,19,0,1995-05-20 19:00:00
51003,Hawkinsville,GA,1998,9,15,19,0,1998-09-15 19:00:00
51004,Stafford,VA,2003,10,31,18,30,2003-10-31 18:30:00
51005,Ventura,CA,2011,9,27,20,30,2011-09-27 20:30:00
51006,Waterbury,VT,2014,8,18,21,56,2014-08-18 21:56:00
51007,Lowell,MA,2016,9,21,21,45,2016-09-21 21:45:00
51008,Wilmington,MA,2016,9,21,21,50,2016-09-21 21:50:00
51009,Oak Ridge,TN,2016,9,21,23,37,2016-09-21 23:37:00
51010,Athens,GA,2016,9,22,5,50,2016-09-22 05:50:00
51011,Buffalo,WY,2016,9,4,9,30,2016-09-04 09:30:00
51012,Miami,FL,2016,9,4,11,30,2016-09-04 11:30:00
51013,Port Saint Lucie,FL,2016,9,4,15,3,2016-09-04 15:03:00
51014,Arvada,CO,2016,9,4,17,45,2016-09-04 17:45:00
51015,West Chester,PA,2016,9,4,19,18,2016-09-04 19:18:00
51016,Manassas,VA,2016,9,4,19,32,2016-09-04 19:32:00
51017,South Haven,MI,2016,9,12,22,0,2016-09-12 22:00:00
51018,Stamford,VT,2016,9,12,22,30,2016-09-12 22:30:00
51019,Gardner,MA,2016,9,13,3,30,2016-09-13 03:30:00
51020,Hollister,CA,2016,9,13,16,0,2016-09-13 16:00:00
51021,Dixon,MO,2016,9,13,20,15,2016-09-13 20:15:00
51022,Eugene,OR,2016,9,13,20,40,2016-09-13 20:40:00
51023,Eugene,OR,2016,9,13,20,40,2016-09-13 20:40:00
51024,Granite Bay,CA,2015,4,1,22,30,2015-04-01 22:30:00
51025,Hollywood,FL,2015,6,28,16,30,2015-06-28 16:30:00
51026,Fayetteville,WV,2015,7,17,1,0,2015-07-17 01:00:00
51027,Hobart,IN,2016,5,20,21,0,2016-05-20 21:00:00
51028,San Jose,CA,2016,6,1,11,30,2016-06-01 11:30:00
51029,Cincinnati,OH,2016,9,22,12,15,2016-09-22 12:15:00
51030,Pflugerville,TX,2016,9,4,21,0,2016-09-04 21:00:00
51031,Elgin,IL,2016,9,4,21,0,2016-09-04 21:00:00
51032,St Louis,MO,2016,9,4,21,30,2016-09-04 21:30:00
51033,Bremen,GA,2016,9,4,22,0,2016-09-04 22:00:00
51034,Lawrenceburg,KY,2016,9,4,22,45,2016-09-04 22:45:00
51035,Morristown,TN,2016,9,4,0,0,2016-09-04 00:00:00
51036,Muskegon,MI,2016,9,5,0,0,2016-09-05 00:00:00
51037,Taylorsville,UT,2016,9,5,1,0,2016-09-05 01:00:00
51038,West Portsmouth,OH,2016,9,13,21,0,2016-09-13 21:00:00
51039,Fayetteville,AR,2016,9,13,21,5,2016-09-13 21:05:00
51040,Atlantic Beach,NC,2016,9,13,21,20,2016-09-13 21:20:00
51041,Carolina Beach,NC,2016,9,13,21,30,2016-09-13 21:30:00
51042,Wilmington,NC,2016,9,13,21,30,2016-09-13 21:30:00
51043,Rochester,NH,2016,7,10,22,0,2016-07-10 22:00:00
51044,Murphysboro,IL,2016,7,16,23,0,2016-07-16 23:00:00
51045,State College,PA,2016,7,26,5,30,2016-07-26 05:30:00
51046,Grand Canyon,AZ,2016,7,27,20,30,2016-07-27 20:30:00
51047,Tooele,UT,2016,7,27,22,50,2016-07-27 22:50:00
51048,Phoenix,AZ,2016,7,28,9,0,2016-07-28 09:00:00
51049,Demotte,IN,2016,7,28,15,0,2016-07-28 15:00:00
51050,Marlinton,WV,2016,7,30,23,20,2016-07-30 23:20:00
51051,Angola,IN,2016,7,30,23,45,2016-07-30 23:45:00
51052,Gig Harbor,WA,2013,6,29,15,0,2013-06-29 15:00:00
51053,Dallas,TX,2015,7,4,22,30,2015-07-04 22:30:00
51054,Parker,CO,2016,9,5,2,20,2016-09-05 02:20:00
51055,Wake Forest,NC,2016,9,5,9,35,2016-09-05 09:35:00
51056,Magalia,CA,2016,9,5,19,50,2016-09-05 19:50:00
51057,Rose City,MI,2016,9,5,19,55,2016-09-05 19:55:00
51058,Spotsylvania,VA,2016,9,5,20,45,2016-09-05 20:45:00
51059,Lakewood,WA,2016,9,13,21,30,2016-09-13 21:30:00
51060,Dayton,OH,2016,9,13,21,51,2016-09-13 21:51:00
51061,Waverly,OH,2016,9,13,22,0,2016-09-13 22:00:00
51062,Fort Edward,NY,2016,9,13,22,0,2016-09-13 22:00:00
51063,Corinth,MS,2016,9,13,22,20,2016-09-13 22:20:00
51064,Sugar Grove,PA,2016,9,13,22,30,2016-09-13 22:30:00
51065,Phoenix,AZ,2016,7,31,20,0,2016-07-31 20:00:00
51066,Mountain Home,AR,2016,8,1,0,0,2016-08-01 00:00:00
51067,Chico,CA,2016,8,1,22,30,2016-08-01 22:30:00
51068,St Louis,MO,2016,8,2,2,30,2016-08-02 02:30:00
51069,Renville,MN,2016,4,9,12,30,2016-04-09 12:30:00
51070,Ukiah,CA,2016,7,27,22,0,2016-07-27 22:00:00
51071,Dubuque,IA,2016,8,1,19,27,2016-08-01 19:27:00
51072,Houston,TX,2016,8,2,1,30,2016-08-02 01:30:00
51073,Bayonne,NJ,2016,8,12,14,0,2016-08-12 14:00:00
51074,Santa Fe,NM,2016,9,5,21,30,2016-09-05 21:30:00
51075,Harrison,AR,2016,9,6,0,0,2016-09-06 00:00:00
51076,Pasco,WA,2016,9,6,0,15,2016-09-06 00:15:00
51077,Boise,ID,2016,9,6,1,34,2016-09-06 01:34:00
51078,Brentwood,CA,2016,9,6,8,20,2016-09-06 08:20:00
51079,Lake Crystal,MN,2016,9,6,13,30,2016-09-06 13:30:00
51080,Mount Orab,OH,2016,9,13,22,30,2016-09-13 22:30:00
51081,Alberton,MT,2016,9,14,0,30,2016-09-14 00:30:00
51082,Scarborough,ME,2016,9,14,1,0,2016-09-14 01:00:00
51083,San Marcos,TX,2016,9,14,3,5,2016-09-14 03:05:00
51084,Ocean City,NJ,2016,9,14,20,30,2016-09-14 20:30:00
51085,O'Fallon,MO,2016,9,14,20,30,2016-09-14 20:30:00
51086,Rock Island,IL,1975,6,21,12,0,1975-06-21 12:00:00
51087,Chicago,IL,2001,9,13,21,15,2001-09-13 21:15:00
51088,Hyannis,MA,2003,8,10,11,0,2003-08-10 11:00:00
51089,Ashville,AL,2016,8,2,5,15,2016-08-02 05:15:00
51090,Clovis,NM,2016,8,2,22,15,2016-08-02 22:15:00
51091,Mackinaw City,MI,2016,8,3,2,30,2016-08-03 02:30:00
51092,Costa Mesa,CA,2016,8,3,13,36,2016-08-03 13:36:00
51093,Toney,AL,2016,8,3,23,45,2016-08-03 23:45:00
51094,Snohomish,WA,2016,8,16,17,0,2016-08-16 17:00:00
51095,Vero Beach,FL,2016,8,19,0,55,2016-08-19 00:55:00
51096,Chicago,IL,2016,8,20,23,0,2016-08-20 23:00:00
51097,Gila Bend,AZ,2016,8,23,19,0,2016-08-23 19:00:00
51098,Gilbertsville,PA,2016,8,26,20,15,2016-08-26 20:15:00
51099,Caledonia,WI,2016,8,27,18,45,2016-08-27 18:45:00
51100,Piscataway,NJ,2016,8,28,12,16,2016-08-28 12:16:00
51101,Tucson,AZ,2016,9,6,14,45,2016-09-06 14:45:00
51102,Asheboro,NC,2016,9,6,15,30,2016-09-06 15:30:00
51103,Bangor,PA,2016,9,6,16,0,2016-09-06 16:00:00
51104,Albany,NY,2016,9,6,20,50,2016-09-06 20:50:00
51105,Peoria,IL,2016,9,6,22,0,2016-09-06 22:00:00
51106,Sea Isle City,NJ,2016,9,14,21,0,2016-09-14 21:00:00
51107,Pittsburgh,PA,2016,9,14,21,10,2016-09-14 21:10:00
51108,Highland,MI,2016,9,14,22,37,2016-09-14 22:37:00
51109,Bradenton,FL,2016,9,14,22,30,2016-09-14 22:30:00
51110,Trenton,FL,2008,10,15,21,0,2008-10-15 21:00:00
51111,Saint Francisville,LA,2009,7,14,23,0,2009-07-14 23:00:00
51112,Cave Creek,AZ,2012,11,14,16,0,2012-11-14 16:00:00
51113,Fort Wayne,IN,2014,8,12,22,0,2014-08-12 22:00:00
51114,Ann Arbor,MI,2014,10,1,22,0,2014-10-01 22:00:00
51115,Ann Arbor,MI,2015,1,15,16,0,2015-01-15 16:00:00
51116,Rosedale,MD,2016,8,4,2,0,2016-08-04 02:00:00
51117,Murfreesboro,TN,2016,8,4,19,30,2016-08-04 19:30:00
51118,Ludlow,MA,2016,8,4,20,0,2016-08-04 20:00:00
51119,Pittsburgh,PA,2016,8,4,20,20,2016-08-04 20:20:00
51120,Barre,MA,2016,8,4,20,30,2016-08-04 20:30:00
51121,Chincoteague,VA,2016,8,4,22,0,2016-08-04 22:00:00
51122,Del Valle,TX,2016,8,4,22,50,2016-08-04 22:50:00
51123,Piscataway,NJ,2016,8,28,12,16,2016-08-28 12:16:00
51124,Pottstown,PA,2016,8,28,18,0,2016-08-28 18:00:00
51125,Petaluma,CA,2016,8,28,19,30,2016-08-28 19:30:00
51126,New Castle,CO,2016,8,28,23,0,2016-08-28 23:00:00
51127,Cody,WY,2016,8,29,9,30,2016-08-29 09:30:00
51128,Columbus,OH,2016,8,29,11,55,2016-08-29 11:55:00
51129,Pomona,NY,2016,8,29,19,0,2016-08-29 19:00:00
51130,Kingston,NY,2016,9,6,22,0,2016-09-06 22:00:00
51131,Winder,GA,2016,9,7,0,0,2016-09-07 00:00:00
51132,Winder,GA,2016,9,7,1,0,2016-09-07 01:00:00
51133,Rancho Cucamonga,CA,2016,9,7,5,30,2016-09-07 05:30:00
51134,Stonefort,IL,2016,9,7,7,45,2016-09-07 07:45:00
