,city,state,year,month,day,hour,minute,converted_timestamp
26013,Independence,KY,2012,7,19,16,20,2012-07-19 16:20:00
26014,Hilo,HI,2012,7,19,20,50,2012-07-19 20:50:00
26015,Frisco,NC,2012,7,19,21,0,2012-07-19 21:00:00
26016,Portland,OR,2012,7,19,21,15,2012-07-19 21:15:00
26017,Oakridge,OR,2012,7,19,21,44,2012-07-19 21:44:00
26018,Boise,ID,2012,10,15,1,0,2012-10-15 01:00:00
26019,Tooele,UT,2012,10,15,17,45,2012-10-15 17:45:00
26020,St Louis,MO,2012,10,15,18,20,2012-10-15 18:20:00
26021,Menomonee Falls,WI,2012,10,15,18,50,2012-10-15 18:50:00
26022,Castor,LA,2012,10,15,19,0,2012-10-15 19:00:00
26023,Escondido,CA,2012,10,15,21,2,2012-10-15 21:02:00
26024,Los Banos,CA,2012,9,11,11,0,2012-09-11 11:00:00
26025,West Dennis,MA,2012,9,11,13,30,2012-09-11 13:30:00
26026,Surprise,AZ,2012,9,11,16,30,2012-09-11 16:30:00
26027,Newburgh,IN,2012,9,11,20,0,2012-09-11 20:00:00
26028,Murrells Inlet,SC,2012,9,11,20,15,2012-09-11 20:15:00
26029,Sarasota,FL,2012,9,11,20,55,2012-09-11 20:55:00
26030,Greensboro,NC,2012,11,9,22,0,2012-11-09 22:00:00
26031,Ketchikan,AK,2012,11,9,22,0,2012-11-09 22:00:00
26032,Radford,VA,2012,11,9,22,0,2012-11-09 22:00:00
26033,Antioch,CA,2012,11,9,23,0,2012-11-09 23:00:00
26034,Lewiston,ME,2012,11,9,23,15,2012-11-09 23:15:00
26035,Coupeville,WA,2012,6,19,22,55,2012-06-19 22:55:00
26036,Kiefer,OK,2012,6,19,23,45,2012-06-19 23:45:00
26037,Indianapolis,IN,2012,6,20,0,0,2012-06-20 00:00:00
26038,Greenville,VA,2012,6,20,5,15,2012-06-20 05:15:00
26039,Goldendale,WA,2012,6,20,12,0,2012-06-20 12:00:00
26040,Monroe,MI,2012,3,26,0,20,2012-03-26 00:20:00
26041,North Judson,IN,2012,6,20,15,0,2012-06-20 15:00:00
26042,Orlando,FL,2012,3,26,0,37,2012-03-26 00:37:00
26043,Seminole,OK,2012,3,26,20,0,2012-03-26 20:00:00
26044,Trumbull,CT,2012,3,26,20,13,2012-03-26 20:13:00
26045,Macomb,MI,2012,3,27,4,0,2012-03-27 04:00:00
26046,Annapolis,MD,2012,3,27,5,0,2012-03-27 05:00:00
26047,Boca Raton,FL,2012,8,7,20,20,2012-08-07 20:20:00
26048,New Britain,CT,2012,8,7,21,0,2012-08-07 21:00:00
26049,North Myrtle Beach,SC,2012,8,7,21,0,2012-08-07 21:00:00
26050,Concord,NH,2012,8,7,21,0,2012-08-07 21:00:00
26051,Sebring,FL,2012,8,7,21,7,2012-08-07 21:07:00
26052,Winthrop,ME,2012,8,7,21,10,2012-08-07 21:10:00
26053,Goleta,CA,2012,8,7,21,10,2012-08-07 21:10:00
26054,Buxton,NC,2012,8,7,21,15,2012-08-07 21:15:00
26055,Emerald Isle,NC,2012,7,19,21,50,2012-07-19 21:50:00
26056,Pawleys Island,SC,2012,7,19,22,0,2012-07-19 22:00:00
26057,Deland,FL,2012,7,19,22,0,2012-07-19 22:00:00
26058,Myrtle Beach,SC,2012,7,19,22,45,2012-07-19 22:45:00
26059,Ardmore,OK,2012,7,19,23,0,2012-07-19 23:00:00
26060,Ocean City,MD,2012,7,19,23,27,2012-07-19 23:27:00
26061,West Los Angeles,CA,2012,7,19,23,54,2012-07-19 23:54:00
26062,Farmington,MN,2012,7,20,2,30,2012-07-20 02:30:00
26063,Greene,ME,2012,7,20,4,0,2012-07-20 04:00:00
26064,Velarde,NM,2012,10,15,22,0,2012-10-15 22:00:00
26065,Rochester,NY,2012,10,16,1,0,2012-10-16 01:00:00
26066,Cedar Rapids,IA,2012,10,16,2,0,2012-10-16 02:00:00
26067,Englewood,FL,2012,10,16,3,0,2012-10-16 03:00:00
26068,Gunnison,CO,2012,10,16,5,35,2012-10-16 05:35:00
26069,Piney Flats,TN,2012,10,16,10,0,2012-10-16 10:00:00
26070,Johnson City,TN,2012,10,16,11,45,2012-10-16 11:45:00
26071,Johnson City,TN,2012,10,16,12,10,2012-10-16 12:10:00
26072,Saint Paul,VA,2012,10,16,14,34,2012-10-16 14:34:00
26073,Williamson,WV,2012,10,16,15,0,2012-10-16 15:00:00
26074,Burlington,IA,2012,10,16,15,30,2012-10-16 15:30:00
26075,Lakeville,MA,2012,9,11,21,0,2012-09-11 21:00:00
26076,Sandston,VA,2012,9,11,21,27,2012-09-11 21:27:00
26077,Newport,MI,2012,9,11,21,32,2012-09-11 21:32:00
26078,New Kent,VA,2012,9,11,21,55,2012-09-11 21:55:00
26079,Coulee Dam,WA,2012,9,11,22,0,2012-09-11 22:00:00
26080,Snoqualmie,WA,2012,9,11,22,50,2012-09-11 22:50:00
26081,Dearborn,MI,2012,9,11,23,0,2012-09-11 23:00:00
26082,Elizabeth City,NC,2012,9,11,23,45,2012-09-11 23:45:00
26083,Everett,WA,2012,9,12,0,35,2012-09-12 00:35:00
26084,Lisbon,OH,2012,11,9,23,30,2012-11-09 23:30:00
26085,Hoquiam,WA,2012,11,10,1,0,2012-11-10 01:00:00
26086,Nampa,ID,2012,11,10,5,39,2012-11-10 05:39:00
26087,Dandridge,TN,2012,11,10,12,8,2012-11-10 12:08:00
26088,Eldridge,IA,2012,11,10,17,50,2012-11-10 17:50:00
26089,Eureka,MT,2012,11,10,18,0,2012-11-10 18:00:00
26090,Payson,UT,2012,11,10,18,20,2012-11-10 18:20:00
26091,Vancouver,WA,2012,11,10,18,25,2012-11-10 18:25:00
26092,Laramie,WY,2012,6,20,16,0,2012-06-20 16:00:00
26093,Lake Orion,MI,2012,6,20,19,45,2012-06-20 19:45:00
26094,Denver,CO,2012,6,20,20,15,2012-06-20 20:15:00
26095,Seaside,CA,2012,6,20,21,20,2012-06-20 21:20:00
26096,Medford,OR,2012,6,20,21,28,2012-06-20 21:28:00
26097,Millinocket,ME,2012,6,20,21,29,2012-06-20 21:29:00
26098,Coeur d'Alene,ID,2012,6,20,22,20,2012-06-20 22:20:00
26099,Tonawanda,NY,2012,6,20,22,20,2012-06-20 22:20:00
26100,Indianapolis,IN,2012,6,20,22,24,2012-06-20 22:24:00
26101,Newburgh,NY,2012,3,27,5,5,2012-03-27 05:05:00
26102,Ellicott City,MD,2012,3,27,5,10,2012-03-27 05:10:00
26103,Jessup,PA,2012,3,27,5,10,2012-03-27 05:10:00
26104,Middlesex,NJ,2012,3,27,5,20,2012-03-27 05:20:00
26105,Hudson,NC,2012,3,27,9,55,2012-03-27 09:55:00
26106,Shalimar,FL,2012,3,27,20,47,2012-03-27 20:47:00
26107,Reading,PA,2012,3,27,21,0,2012-03-27 21:00:00
26108,Tampa,FL,2012,3,27,21,0,2012-03-27 21:00:00
26109,Columbia,MO,2012,3,27,21,0,2012-03-27 21:00:00
26110,Surprise,AZ,2012,8,7,21,15,2012-08-07 21:15:00
26111,Weston,WV,2012,8,7,21,15,2012-08-07 21:15:00
26112,Surprise,AZ,2012,8,7,21,15,2012-08-07 21:15:00
26113,Johnson City,TN,2012,8,7,21,30,2012-08-07 21:30:00
26114,Augusta,ME,2012,8,7,21,30,2012-08-07 21:30:00
26115,Pacific City,OR,2012,8,7,21,30,2012-08-07 21:30:00
26116,Lenexa,KS,2012,8,7,21,35,2012-08-07 21:35:00
26117,Chino,CA,2012,8,7,21,40,2012-08-07 21:40:00
26118,Orlando,FL,2012,8,7,21,43,2012-08-07 21:43:00
26119,Orlando,FL,2012,8,7,21,43,2012-08-07 21:43:00
26120,Meridian,ID,2012,8,7,21,58,2012-08-07 21:58:00
26121,Hampstead,NH,2012,7,20,9,55,2012-07-20 09:55:00
26122,Orleans,CA,2012,7,20,14,45,2012-07-20 14:45:00
26123,Poplar Grove,IL,2012,7,20,17,5,2012-07-20 17:05:00
26124,Glendale,CA,2012,7,20,19,35,2012-07-20 19:35:00
26125,Robertsdale,AL,2012,7,20,21,30,2012-07-20 21:30:00
26126,Toledo,OH,2012,7,20,22,0,2012-07-20 22:00:00
26127,Westfield,NY,2012,7,20,22,30,2012-07-20 22:30:00
26128,Saint Charles,IL,2012,7,20,22,45,2012-07-20 22:45:00
26129,Long Beach,CA,2012,7,20,22,55,2012-07-20 22:55:00
26130,Belfry,KY,2012,10,16,16,30,2012-10-16 16:30:00
26131,Tolland,CT,2012,10,16,18,20,2012-10-16 18:20:00
26132,Boston,MA,2012,10,16,19,0,2012-10-16 19:00:00
26133,Myerstown,PA,2012,10,16,20,0,2012-10-16 20:00:00
26134,Edgartown,MA,2012,10,16,20,0,2012-10-16 20:00:00
26135,Desert Hot Springs,CA,2012,10,16,20,10,2012-10-16 20:10:00
26136,Orlando,FL,2012,10,16,20,30,2012-10-16 20:30:00
26137,Wrightsville Beach,NC,2012,10,16,20,40,2012-10-16 20:40:00
26138,Lyndonville,VT,2012,10,16,21,0,2012-10-16 21:00:00
26139,Wooster,OH,2012,10,16,22,0,2012-10-16 22:00:00
26140,Hagerstown,MD,2012,9,12,4,0,2012-09-12 04:00:00
26141,Piper City,IL,2012,9,12,6,30,2012-09-12 06:30:00
26142,Northfield,MN,2012,9,12,11,15,2012-09-12 11:15:00
26143,Los Banos,CA,2012,9,12,14,0,2012-09-12 14:00:00
26144,Aptos,CA,2012,9,12,16,30,2012-09-12 16:30:00
26145,Yazoo City,MS,2012,9,12,19,0,2012-09-12 19:00:00
26146,Loris,SC,2012,9,12,19,30,2012-09-12 19:30:00
26147,Beaverton,OR,2012,9,12,20,0,2012-09-12 20:00:00
26148,Ocean Isle Beach,NC,2012,9,12,20,3,2012-09-12 20:03:00
26149,Castle Rock,WA,2012,11,10,18,28,2012-11-10 18:28:00
26150,Endicott,NY,2012,11,10,18,30,2012-11-10 18:30:00
26151,Orlando,FL,2012,11,10,18,30,2012-11-10 18:30:00
26152,Orlando,FL,2012,11,10,18,30,2012-11-10 18:30:00
26153,Bellflower,CA,2012,11,10,19,0,2012-11-10 19:00:00
26154,Bayville,NJ,2012,11,10,19,0,2012-11-10 19:00:00
26155,Chattanooga,TN,2012,11,10,19,0,2012-11-10 19:00:00
26156,Tarentum,PA,2012,11,10,19,20,2012-11-10 19:20:00
26157,Placentia,CA,2012,11,10,19,30,2012-11-10 19:30:00
26158,Chelsea,MI,2012,6,20,23,0,2012-06-20 23:00:00
26159,Atwater,CA,2012,6,20,23,10,2012-06-20 23:10:00
26160,Fairfax,CA,2012,6,20,23,30,2012-06-20 23:30:00
26161,Harrison,AR,2012,6,21,0,0,2012-06-21 00:00:00
26162,Richmond,CA,2012,6,21,1,25,2012-06-21 01:25:00
26163,Longview,TX,2012,6,21,2,0,2012-06-21 02:00:00
26164,Wrightsville Beach,NC,2012,3,27,21,20,2012-03-27 21:20:00
26165,Lillington,NC,2012,3,27,21,45,2012-03-27 21:45:00
26166,Bozeman,MT,2012,3,27,22,51,2012-03-27 22:51:00
26167,Big Sky,MT,2012,3,27,23,0,2012-03-27 23:00:00
26168,Palos Park,IL,2012,3,27,23,0,2012-03-27 23:00:00
26169,Myrtle Beach,SC,2012,8,7,22,0,2012-08-07 22:00:00
26170,Lapeer,MI,2012,8,7,22,0,2012-08-07 22:00:00
26171,Eau Claire,WI,2012,8,7,22,0,2012-08-07 22:00:00
26172,Binghamton,NY,2012,8,7,22,0,2012-08-07 22:00:00
26173,Troy,MI,2012,8,7,22,0,2012-08-07 22:00:00
26174,Sheridan,WY,2012,8,7,22,20,2012-08-07 22:20:00
26175,Monroe,WA,2012,7,20,23,30,2012-07-20 23:30:00
26176,Princeton,IN,2012,7,20,23,45,2012-07-20 23:45:00
26177,Saint Paul,MN,2012,7,21,0,40,2012-07-21 00:40:00
26178,Saint Paul,MN,2012,7,21,0,40,2012-07-21 00:40:00
26179,Rochester,NY,2012,7,21,3,5,2012-07-21 03:05:00
26180,Nicholasville,KY,2012,7,21,9,30,2012-07-21 09:30:00
26181,Portland,OR,2012,7,21,10,30,2012-07-21 10:30:00
26182,Canton,MI,2012,7,21,11,30,2012-07-21 11:30:00
26183,Rhome,TX,2012,7,21,10,30,2012-07-21 10:30:00
26184,Olympia,WA,2012,10,16,22,30,2012-10-16 22:30:00
26185,Atlanta,GA,2012,10,16,22,15,2012-10-16 22:15:00
26186,Langhorne,PA,2012,10,17,1,0,2012-10-17 01:00:00
26187,North Grafton,MA,2012,10,17,1,30,2012-10-17 01:30:00
26188,Webster,NY,2012,10,17,1,5,2012-10-17 01:05:00
26189,Birmingham,AL,2012,10,17,3,20,2012-10-17 03:20:00
26190,Santa Fe,NM,2012,10,17,5,33,2012-10-17 05:33:00
26191,Fort Worth,TX,2012,9,12,20,22,2012-09-12 20:22:00
26192,Myrtle Beach,SC,2012,9,12,20,30,2012-09-12 20:30:00
26193,Schenectady,NY,2012,9,12,20,30,2012-09-12 20:30:00
26194,Oak Island,NC,2012,9,12,20,45,2012-09-12 20:45:00
26195,Garrison,MN,2012,9,12,20,50,2012-09-12 20:50:00
26196,Monrovia,CA,2012,9,12,21,0,2012-09-12 21:00:00
26197,Taylors,SC,2012,9,12,21,15,2012-09-12 21:15:00
26198,Los Angeles,CA,2012,11,10,19,40,2012-11-10 19:40:00
26199,Clinton Township,MI,2012,11,10,20,0,2012-11-10 20:00:00
26200,Vidalia,GA,2012,11,10,20,0,2012-11-10 20:00:00
26201,Lakeland,FL,2012,11,10,20,15,2012-11-10 20:15:00
26202,Montpelier,VT,2012,11,10,20,25,2012-11-10 20:25:00
26203,Murrells Inlet,SC,2012,11,10,20,30,2012-11-10 20:30:00
26204,Cut Off,LA,2012,11,10,20,32,2012-11-10 20:32:00
26205,Indianapolis,IN,2012,6,21,3,24,2012-06-21 03:24:00
26206,Clearfield,PA,2012,6,21,3,45,2012-06-21 03:45:00
26207,San Pedro,CA,2012,6,21,10,22,2012-06-21 10:22:00
26208,Foresthill,CA,2012,6,21,18,57,2012-06-21 18:57:00
26209,Loveland,CO,2012,6,21,21,50,2012-06-21 21:50:00
26210,Smithville,MO,2012,6,21,22,0,2012-06-21 22:00:00
26211,Apex,NC,2012,6,21,22,0,2012-06-21 22:00:00
26212,Binghamton,NY,2012,6,21,22,0,2012-06-21 22:00:00
26213,Lodi,CA,2012,3,28,18,25,2012-03-28 18:25:00
26214,Crowley,TX,2012,3,28,20,0,2012-03-28 20:00:00
26215,Gilberts,IL,2012,3,28,22,0,2012-03-28 22:00:00
26216,Charleston,SC,2012,3,28,22,10,2012-03-28 22:10:00
26217,Covington,KY,2012,3,29,2,7,2012-03-29 02:07:00
26218,Los Angeles,CA,2012,3,29,4,0,2012-03-29 04:00:00
26219,York,PA,2012,3,29,5,22,2012-03-29 05:22:00
26220,Burbank,WA,2012,8,7,22,25,2012-08-07 22:25:00
26221,Moundsville,WV,2012,8,7,22,25,2012-08-07 22:25:00
26222,Brownfield,TX,2012,8,7,22,30,2012-08-07 22:30:00
26223,Iowa City,IA,2012,8,7,22,35,2012-08-07 22:35:00
26224,North Myrtle Beach,SC,2012,8,7,22,35,2012-08-07 22:35:00
26225,Myrtle Creek,OR,2012,8,7,22,50,2012-08-07 22:50:00
26226,Old Orchard Beach,ME,2012,8,7,23,0,2012-08-07 23:00:00
26227,Kendallville,IN,2012,8,7,23,0,2012-08-07 23:00:00
26228,Fairborn,OH,2012,8,7,23,0,2012-08-07 23:00:00
26229,Kingsland,GA,2012,7,21,16,0,2012-07-21 16:00:00
26230,Redmond,WA,2012,7,21,17,0,2012-07-21 17:00:00
26231,Old Saybrook,CT,2012,7,21,20,30,2012-07-21 20:30:00
26232,Reading,PA,2012,7,21,20,15,2012-07-21 20:15:00
26233,Vacaville,CA,2012,7,21,21,0,2012-07-21 21:00:00
26234,Montgomery,IL,2012,7,21,21,0,2012-07-21 21:00:00
26235,Navarre,FL,2012,10,17,7,0,2012-10-17 07:00:00
26236,Hagerstown,MD,2012,10,17,14,0,2012-10-17 14:00:00
26237,Ridgewood,NY,2012,10,17,17,55,2012-10-17 17:55:00
26238,Stockton,CA,2012,10,17,18,50,2012-10-17 18:50:00
26239,Norman,OK,2012,10,17,19,0,2012-10-17 19:00:00
26240,San Rafael,CA,2012,10,17,19,0,2012-10-17 19:00:00
26241,Algodones,NM,2012,10,17,20,30,2012-10-17 20:30:00
26242,Murrells Inlet,SC,2012,9,12,22,0,2012-09-12 22:00:00
26243,Somerset,NJ,2012,9,12,22,20,2012-09-12 22:20:00
26244,Milford,CT,2012,9,12,23,13,2012-09-12 23:13:00
26245,Honolulu,HI,2012,9,12,23,38,2012-09-12 23:38:00
26246,Buffalo,NY,2012,9,13,0,50,2012-09-13 00:50:00
26247,Baltimore,MD,2012,9,12,23,45,2012-09-12 23:45:00
26248,Muskogee,OK,2012,9,13,4,20,2012-09-13 04:20:00
26249,Flagstaff,AZ,2012,9,13,5,30,2012-09-13 05:30:00
26250,San Anselmo,CA,2012,11,10,21,30,2012-11-10 21:30:00
26251,Cape Coral,FL,2012,11,10,21,35,2012-11-10 21:35:00
26252,Vestal,NY,2012,11,10,22,0,2012-11-10 22:00:00
26253,Roseville,CA,2012,11,10,23,20,2012-11-10 23:20:00
26254,Hamilton,OH,2012,11,10,23,30,2012-11-10 23:30:00
26255,Creswell,OR,2012,11,10,23,45,2012-11-10 23:45:00
26256,McCordsville,IN,2012,11,11,0,31,2012-11-11 00:31:00
26257,New Braunfels,TX,2012,11,11,2,0,2012-11-11 02:00:00
26258,Ypsilanti,MI,2012,6,21,22,30,2012-06-21 22:30:00
26259,Charleston,SC,2012,6,21,22,45,2012-06-21 22:45:00
26260,Davenport,IA,2012,6,21,23,5,2012-06-21 23:05:00
26261,Palm Springs,CA,2012,6,21,22,50,2012-06-21 22:50:00
26262,Bloomington,IN,2012,6,22,0,0,2012-06-22 00:00:00
26263,Kaplan,LA,2012,3,29,6,25,2012-03-29 06:25:00
26264,Mesa,AZ,2012,3,29,19,10,2012-03-29 19:10:00
26265,McDonald,PA,2012,3,29,20,30,2012-03-29 20:30:00
26266,Waukesha,WI,2012,3,29,21,0,2012-03-29 21:00:00
26267,Bishop,CA,2012,3,29,21,0,2012-03-29 21:00:00
26268,Harrison,NY,2012,3,29,22,40,2012-03-29 22:40:00
26269,Morehead,KY,2012,3,29,23,30,2012-03-29 23:30:00
26270,West Newfield,ME,2012,3,30,2,15,2012-03-30 02:15:00
26271,Tampa,FL,2012,3,30,4,4,2012-03-30 04:04:00
26272,Red Wing,MN,2012,8,7,23,0,2012-08-07 23:00:00
26273,Redmond,OR,2012,8,8,0,0,2012-08-08 00:00:00
26274,Red Hook,NY,2012,8,8,0,0,2012-08-08 00:00:00
26275,San Ramon,CA,2012,8,8,0,5,2012-08-08 00:05:00
26276,Columbus,OH,2012,8,8,2,30,2012-08-08 02:30:00
26277,Canton,CT,2012,8,8,10,20,2012-08-08 10:20:00
26278,Middletown,MD,2012,8,8,10,58,2012-08-08 10:58:00
26279,Maspeth,NY,2012,7,21,21,0,2012-07-21 21:00:00
26280,Maspeth,NY,2012,7,21,21,0,2012-07-21 21:00:00
26281,Vacaville,CA,2012,7,21,21,14,2012-07-21 21:14:00
26282,Taunton,MA,2012,7,21,21,25,2012-07-21 21:25:00
26283,Orefield,PA,2012,7,21,21,30,2012-07-21 21:30:00
26284,Cicero,NY,2012,7,21,21,30,2012-07-21 21:30:00
26285,Senecaville,OH,2012,7,21,21,30,2012-07-21 21:30:00
26286,Allentown,PA,2012,10,17,20,45,2012-10-17 20:45:00
26287,Williamsport,MD,2012,10,17,23,30,2012-10-17 23:30:00
26288,San Diego,CA,2012,10,18,1,0,2012-10-18 01:00:00
26289,Lexington,SC,2012,10,18,7,45,2012-10-18 07:45:00
26290,Murrells Inlet,SC,2012,9,13,8,0,2012-09-13 08:00:00
26291,Logan,UT,2012,9,13,9,0,2012-09-13 09:00:00
26292,Pawleys Island,SC,2012,9,13,20,0,2012-09-13 20:00:00
26293,Pe Ell,WA,2012,9,13,20,30,2012-09-13 20:30:00
26294,Hinsdale,MA,2012,9,13,21,30,2012-09-13 21:30:00
26295,Scottsville,KY,2012,9,13,21,30,2012-09-13 21:30:00
26296,San Pedro,CA,2012,9,14,0,0,2012-09-14 00:00:00
26297,Las Vegas,NV,2012,9,14,7,45,2012-09-14 07:45:00
26298,Troy,OH,2012,11,11,2,30,2012-11-11 02:30:00
26299,Venice,CA,2012,11,11,5,5,2012-11-11 05:05:00
26300,Omaha,NE,2012,11,11,14,20,2012-11-11 14:20:00
26301,Leesburg,VA,2012,11,11,15,50,2012-11-11 15:50:00
26302,Santa Cruz,CA,2012,11,11,18,15,2012-11-11 18:15:00
26303,Grand Junction,CO,2012,11,11,18,45,2012-11-11 18:45:00
26304,Mount Prospect,IL,2012,6,22,0,8,2012-06-22 00:08:00
26305,Albuquerque,NM,2012,6,22,0,30,2012-06-22 00:30:00
26306,Boise,ID,2012,6,22,1,0,2012-06-22 01:00:00
26307,Arnold,MO,2012,6,22,1,20,2012-06-22 01:20:00
26308,Acworth,GA,2012,6,22,2,45,2012-06-22 02:45:00
26309,Schaumburg,IL,2012,6,22,9,45,2012-06-22 09:45:00
26310,Broomfield,CO,2012,6,22,10,30,2012-06-22 10:30:00
26311,Hartland,WI,2012,6,22,10,50,2012-06-22 10:50:00
26312,Washington,MD,2012,6,22,20,2,2012-06-22 20:02:00
26313,Story City,IA,2012,3,30,21,15,2012-03-30 21:15:00
26314,North Port,FL,2012,3,30,21,49,2012-03-30 21:49:00
26315,El Mirage,AZ,2012,3,30,22,20,2012-03-30 22:20:00
26316,Sandy,UT,2012,3,30,22,45,2012-03-30 22:45:00
26317,Lake Havasu City,AZ,2012,3,30,22,45,2012-03-30 22:45:00
26318,Bernardston,MA,2012,3,31,0,54,2012-03-31 00:54:00
26319,Poughkeepsie,NY,2012,8,8,11,0,2012-08-08 11:00:00
26320,Elizabeth,NJ,2012,8,8,11,25,2012-08-08 11:25:00
26321,Seven Mile,OH,2012,8,8,19,40,2012-08-08 19:40:00
26322,Myrtle Beach,SC,2012,8,8,19,45,2012-08-08 19:45:00
26323,Myrtle Beach,SC,2012,8,8,20,39,2012-08-08 20:39:00
26324,Lodi,CA,2012,8,8,21,0,2012-08-08 21:00:00
26325,North Myrtle Beach,SC,2012,8,8,21,0,2012-08-08 21:00:00
26326,Colorado Springs,CO,2012,7,21,21,45,2012-07-21 21:45:00
26327,York,NY,2012,7,21,21,50,2012-07-21 21:50:00
26328,Sewickley,PA,2012,7,21,21,50,2012-07-21 21:50:00
26329,Medford,NY,2012,7,21,21,55,2012-07-21 21:55:00
26330,Staten Island,NY,2012,7,21,22,0,2012-07-21 22:00:00
26331,Montgomery,IL,2012,7,21,22,0,2012-07-21 22:00:00
26332,Oklahoma City,OK,2012,7,21,22,0,2012-07-21 22:00:00
26333,Hamburg,NY,2012,7,21,22,5,2012-07-21 22:05:00
26334,Alsip,IL,2012,10,18,16,30,2012-10-18 16:30:00
26335,Lockport,IL,2012,10,18,19,45,2012-10-18 19:45:00
26336,Brockton,MA,2012,10,18,19,50,2012-10-18 19:50:00
26337,Bay Village,OH,2012,10,18,20,50,2012-10-18 20:50:00
26338,Fairbanks,AK,2012,10,18,21,30,2012-10-18 21:30:00
26339,Rumford,RI,2012,10,18,22,0,2012-10-18 22:00:00
26340,New Orleans,LA,2012,9,14,11,0,2012-09-14 11:00:00
26341,Worcester,MA,2012,9,14,20,0,2012-09-14 20:00:00
26342,Rancho Cucamonga,CA,2012,9,14,20,5,2012-09-14 20:05:00
26343,Lakewood,CA,2012,9,14,20,15,2012-09-14 20:15:00
26344,Kalispell,MT,2012,11,11,20,30,2012-11-11 20:30:00
26345,Shawnee,KS,2012,11,11,20,30,2012-11-11 20:30:00
26346,Fredericksburg,VA,2012,11,11,21,0,2012-11-11 21:00:00
26347,Lisbon,OH,2012,11,11,21,52,2012-11-11 21:52:00
26348,Anaheim,CA,2012,6,22,20,30,2012-06-22 20:30:00
26349,Poway,CA,2012,6,22,20,30,2012-06-22 20:30:00
26350,Miami,FL,2012,6,22,20,45,2012-06-22 20:45:00
26351,Pahrump,NV,2012,6,22,20,48,2012-06-22 20:48:00
26352,Homewood,IL,2012,6,22,21,5,2012-06-22 21:05:00
26353,Escondido,CA,2012,6,22,21,10,2012-06-22 21:10:00
26354,Corinth,MS,2012,3,31,22,10,2012-03-31 22:10:00
26355,Seattle,WA,2012,4,2,19,24,2012-04-02 19:24:00
26356,Danville,VT,2012,4,4,1,0,2012-04-04 01:00:00
26357,Asheville,NC,2012,4,7,21,28,2012-04-07 21:28:00
26358,Washington,MD,2012,4,9,3,0,2012-04-09 03:00:00
26359,Spanish Fort,AL,2012,4,10,20,0,2012-04-10 20:00:00
26360,Venice,CA,2012,8,8,21,4,2012-08-08 21:04:00
26361,Philipsburg,PA,2012,8,8,21,30,2012-08-08 21:30:00
26362,Myrtle Beach,SC,2012,8,8,21,30,2012-08-08 21:30:00
26363,Cuero,TX,2012,8,8,21,30,2012-08-08 21:30:00
26364,North Anson,ME,2012,8,8,21,50,2012-08-08 21:50:00
26365,Myrtle Beach,SC,2012,8,8,22,0,2012-08-08 22:00:00
26366,Myrtle Beach,SC,2012,8,8,22,25,2012-08-08 22:25:00
26367,Myrtle Beach,SC,2012,8,8,22,30,2012-08-08 22:30:00
26368,Marietta,GA,2012,7,21,22,15,2012-07-21 22:15:00
26369,Vienna,WV,2012,7,21,22,30,2012-07-21 22:30:00
26370,Appleton,WI,2012,7,21,23,0,2012-07-21 23:00:00
26371,Gurnee,IL,2012,7,21,23,15,2012-07-21 23:15:00
26372,Ravensdale,WA,2012,7,21,23,30,2012-07-21 23:30:00
26373,Brandon,FL,2012,7,22,0,0,2012-07-22 00:00:00
26374,Charlotte,MI,2012,7,22,2,0,2012-07-22 02:00:00
26375,Wagoner,OK,2012,7,22,3,0,2012-07-22 03:00:00
26376,Boulder,CO,2012,7,22,3,0,2012-07-22 03:00:00
26377,South Burlington,VT,2012,10,18,22,30,2012-10-18 22:30:00
26378,Tampa,FL,2012,10,18,23,40,2012-10-18 23:40:00
26379,Springfield,MA,2012,10,18,23,45,2012-10-18 23:45:00
26380,Unity,ME,2012,10,19,2,0,2012-10-19 02:00:00
26381,Everett,WA,2012,10,19,5,0,2012-10-19 05:00:00
26382,Tacoma,WA,2012,10,19,9,3,2012-10-19 09:03:00
26383,Severn,MD,2012,10,19,18,0,2012-10-19 18:00:00
26384,North Port,FL,2012,10,19,19,0,2012-10-19 19:00:00
26385,Wheeling,WV,2012,9,14,20,15,2012-09-14 20:15:00
26386,Chicago,IL,2012,9,14,20,40,2012-09-14 20:40:00
26387,Corolla,NC,2012,9,14,21,50,2012-09-14 21:50:00
26388,Westmont,IL,2012,9,14,21,56,2012-09-14 21:56:00
26389,Chicago,IL,2012,9,14,22,17,2012-09-14 22:17:00
26390,Dallas,GA,2012,9,15,2,0,2012-09-15 02:00:00
26391,Medford,OR,2012,9,15,2,15,2012-09-15 02:15:00
26392,Fairless Hills,PA,2012,11,11,22,4,2012-11-11 22:04:00
26393,Westminster,CA,2012,11,11,22,50,2012-11-11 22:50:00
26394,Blue Springs,MO,2012,11,11,23,30,2012-11-11 23:30:00
26395,Salem,OR,2012,11,12,0,0,2012-11-12 00:00:00
26396,Shawnee,KS,2012,11,12,1,0,2012-11-12 01:00:00
26397,Platte City,MO,2012,11,12,4,58,2012-11-12 04:58:00
26398,Melbourne,FL,2012,6,22,21,52,2012-06-22 21:52:00
26399,Eden,WI,2012,6,22,21,56,2012-06-22 21:56:00
26400,Chicago,IL,2012,6,22,21,58,2012-06-22 21:58:00
26401,Jerome,ID,2012,6,22,22,0,2012-06-22 22:00:00
